Brand;Model;Generation;Version
Mercedes; Klasa E; W212(2009-2016); LimuzynaFacelifting(2013-2015)
Mercedes; Klasa E; W212(2009-2016); Kabriolet(2009-2012)
Mercedes; Klasa E; W212(2009-2016); LimuzynaAMG(2009-2012)
Mercedes; Klasa E; W212(2009-2016); KombiAMG(2009-2012)
Mercedes; Klasa E; W212(2009-2016); Limuzyna(2009-2012)
Mercedes; Klasa E; W212(2009-2016); Coupe(2009-2012)
Mercedes; Klasa E; W212(2009-2016); Kombi(2009-2012)
Mercedes; Klasa E; W211(2002-2009); KombiS211(2003-2009)
Mercedes; Klasa E; W211(2002-2009); KombiS211AMG(2003-2009)
Mercedes; Klasa E; W211(2002-2009); SedanW211(2002-2009)
Mercedes; Klasa E; W211(2002-2009); SedanW211AMG(2002-2009)
Mercedes; Klasa E; W210(1995-2002); KombiS210AMG(1997-2002)
Mercedes; Klasa E; W210(1995-2002); KombiS210(1996-2002)
Mercedes; Klasa E; W210(1995-2002); SedanAMG(1996-2002)
Mercedes; Klasa E; W210(1995-2002); Sedan(1995-2002)
Mercedes; Klasa E; W124(1993-1996); SedanAMG(1994-1995)
Mercedes; Klasa E; W124(1993-1996); CabrioAMG(1994-1996)
Mercedes; Klasa E; W124(1993-1996); CoupeAMG(1994-1996)
Mercedes; Klasa E; W124(1993-1996); KombiAMG(1994-1996)
Mercedes; Klasa E; W124(1993-1996); Sedan(1993-1995)
Mercedes; Klasa E; W124(1993-1996); Cabrio(1993-1996)
Mercedes; Klasa E; W124(1993-1996); Coupe(1993-1996)
Mercedes; Klasa E; W124(1993-1996); Kombi(1993-1996)
Mercedes; Klasa S; W223/V223(2020-teraz); SedanPlug-In(2021-teraz)
Mercedes; Klasa S; W223/V223(2020-teraz); SedanLongPlug-In(2021-teraz)
Mercedes; Klasa S; W223/V223(2020-teraz); Sedan(2020-teraz)
Mercedes; Klasa S; W223/V223(2020-teraz); SedanLong(2020-teraz)
Mercedes; Klasa S; W222(2013-2020); LimuzynaFacelifting(2017-2020)
Mercedes; Klasa S; W222(2013-2020); LimuzynawersjadługaFaceliftingAMG(2017-2020)
Mercedes; Klasa S; W222(2013-2020); CoupeFaceliftingAMG(2017-2020)
Mercedes; Klasa S; W222(2013-2020); CabrioFaceliftingAMG(2017-2020)
Mercedes; Klasa S; W222(2013-2020); LimuzynawersjadługaFacelifting(2017-2020)
Mercedes; Klasa S; W222(2013-2020); CoupeFacelifting(2017-2020)
Mercedes; Klasa S; W222(2013-2020); CabrioFacelifting(2017-2020)
Mercedes; Klasa S; W222(2013-2020); CabrioAMG(2016-2017)
Mercedes; Klasa S; W222(2013-2020); Cabrio(2016-2017)
Mercedes; Klasa S; W222(2013-2020); CoupeAMG(2014-2017)
Mercedes; Klasa S; W222(2013-2020); Coupe(2014-2017)
Mercedes; Klasa S; W222(2013-2020); LimuzynaAMG(2013-2017)
Mercedes; Klasa S; W222(2013-2020); LimuzynawersjadługaAMG(2013-2017)
Mercedes; Klasa S; W222(2013-2020); Limuzyna(2013-2017)
Mercedes; Klasa S; W222(2013-2020); Limuzynawersjadługa(2013-2017)
Mercedes; Klasa S; W221(2005-2013); LimuzynaFaceliftingAMG(2009-2013)
Mercedes; Klasa S; W221(2005-2013); LimuzynawersjadługaFaceliftingAMG(2009-2013)
Mercedes; Klasa S; W221(2005-2013); LimuzynaFacelifting(2009-2013)
Mercedes; Klasa S; W221(2005-2013); LimuzynawersjadługaFacelifting(2009-2013)
Mercedes; Klasa S; W221(2005-2013); LimuzynaAMG(2006-2009)
Mercedes; Klasa S; W221(2005-2013); Limuzyna(2005-2009)
Mercedes; Klasa S; W220(1998-2005); SedanAMG(1999-2005)
Mercedes; Klasa S; W220(1998-2005); Sedan(1998-2005)
Mercedes; Klasa S; W140(1991-1998); Coupe(1992-1996)
Mercedes; Klasa S; W140(1991-1998); Sedan(1991-1998)
Mercedes; Klasa S; W126(1979-1991); CoupeC126(1981-1991)
Mercedes; Klasa S; W126(1979-1991); Sedan(1979-1991)
Mercedes; Klasa S; W116(1972-1980);
Mercedes; Klasa T; PlaceholderGen;
Mercedes; Klasa V; W447(2014-teraz); DługiFacelifting(2019-teraz)
Mercedes; Klasa V; W447(2014-teraz); KompaktowyFacelifting(2019-teraz)
Mercedes; Klasa V; W447(2014-teraz); EkstraDługiFacelifting(2019-teraz)
Mercedes; Klasa V; W447(2014-teraz); Kompaktowy(2016-2019)
Mercedes; Klasa V; W447(2014-teraz); Długi(2015-2019)
Mercedes; Klasa V; W447(2014-teraz); EkstraDługi(2014-2019)
Mercedes; Klasa V; W639(1996-2003);
Mercedes; Maybach GLS; PlaceholderGen;
Mercedes; Maybach S; II(2021-teraz); LimuzynaSPlug-In(2023-teraz)
Mercedes; Maybach S; II(2021-teraz); LimuzynaS(2021-teraz)
Mercedes; Maybach S; I(2015-2021); LimuzynaFacelifting(2017-2021)
Mercedes; Maybach S; I(2015-2021); Limuzyna(2015-2017)
Mercedes; SL; R232(2022-teraz);
Mercedes; SL; R231(2012-2020); RoadsterFaceliftingAMG(2015-2019)
Mercedes; SL; R231(2012-2020); RoadsterFacelifting(2015-2020)
Mercedes; SL; R231(2012-2020); RoadsterAMG(2012-2015)
Mercedes; SL; R231(2012-2020); Roadster(2012-2015)
Mercedes; SL; R230/2(2008-2011); Roadster(2008-2011)
Mercedes; SL; R230/2(2008-2011); RoadsterAMG(2008-2011)
Mercedes; SL; R230(2001-2008); CabrioAMG(2002-2008)
Mercedes; SL; R230(2001-2008); Cabrio(2001-2008)
Mercedes; SL; R129(1989-2001); CabrioAMG(1993-2001)
Mercedes; SL; R129(1989-2001); Cabrio(1989-2001)
Mercedes; SL; R107(1971-1989); CoupeC107(1972-1981)
Mercedes; SL; R107(1971-1989); Cabrio(1971-1989)
Mercedes; Sprinter; III(2006-teraz); FurgonFacelifting(2014-teraz)
Mercedes; Sprinter; III(2006-teraz); Furgon(2006-2014)
Mercedes; Sprinter; III(2006-teraz); Pojazdzeskrzyniąładunkowłą(2006-2014)
Mercedes; Sprinter; III(2006-teraz); Podwoziedozabudowy(2006-2014)
Mercedes; Sprinter; III(2006-teraz); Kombi(2006-2014)
Mercedes; Sprinter; II(2000-2006);
Mercedes; Sprinter; I(1995-2000);
Mercedes; Vito; W447(2014-teraz); e-VitoVanDługi(2019-teraz)
Mercedes; Vito; W447(2014-teraz); e-VitoVanExtraDługi(2019-teraz)
Mercedes; Vito; W447(2014-teraz); e-VitoTourerDługi(2019-teraz)
Mercedes; Vito; W447(2014-teraz); e-VitoTourerExtraDługi(2019-teraz)
Mercedes; Vito; W447(2014-teraz); FurgonKompakt(2014-teraz)
Mercedes; Vito; W447(2014-teraz); FurgonDługi(2014-teraz)
Mercedes; Vito; W447(2014-teraz); FurgonExtraDługi(2014-teraz)
Mercedes; Vito; W447(2014-teraz); MixtoKompakt(2014-teraz)
Mercedes; Vito; W447(2014-teraz); MixtoDługi(2014-teraz)
Mercedes; Vito; W447(2014-teraz); MixtoExtraDługi(2014-teraz)
Mercedes; Vito; W447(2014-teraz); TourerKompakt(2014-teraz)
Mercedes; Vito; W447(2014-teraz); TourerDługi(2014-teraz)
Mercedes; Vito; W447(2014-teraz); TourerExtraDługi(2014-teraz)
Mercedes; Vito; W639(2003-2014); FurgonFacelifting(2010-2014)
Mercedes; Vito; W639(2003-2014); KombiFacelifting(2010-2014)
Mercedes; Vito; W639(2003-2014); UnivanFacelifting(2010-2014)
Mercedes; Vito; W639(2003-2014); Univan(2003-2010)
Mercedes; Vito; W639(2003-2014); Kombi(2003-2010)
Mercedes; Vito; W639(2003-2014); Furgon(2003-2010)
Mercedes; Vito; W638(1996-2003);
Mercedes;190; PlaceholderGen;
Mercedes; CL; W216(2006-2013); Coupe(2006-2013)
Mercedes; CL; W216(2006-2013); CoupeAMG(2006-2013)
Mercedes; CL; W215(1999-2006); CoupeAMG(2000-2006)
Mercedes; CL; W215(1999-2006); Coupe(1999-2006)
Mercedes; CL; W140(1996-1999);
Mercedes; CLC; PlaceholderGen;
Mercedes; CLK; W209(2002-2010); CabrioA209AMG(2003-2010)
Mercedes; CLK; W209(2002-2010); CoupeC209AMG(2002-2010)
Mercedes; CLK; W209(2002-2010); CoupeC209(2002-2010)
Mercedes; CLK; W209(2002-2010); CabrioA209(2002-2010)
Mercedes; CLK; W208(1997-2003); CabrioA208AMG(2000-2003)
Mercedes; CLK; W208(1997-2003); CoupeC208AMG(1999-2002)
Mercedes; CLK; W208(1997-2003); CabrioA208(1998-2003)
Mercedes; CLK; W208(1997-2003); CoupeC208(1997-2002)
Mercedes; CLS; C257(2018-2023); CoupeFacelifting(2021-2023)
Mercedes; CLS; C257(2018-2023); CoupeAMGFacelifting(2021-2023)
Mercedes; CLS; C257(2018-2023); CoupeAMG(2019-2021)
Mercedes; CLS; C257(2018-2023); Coupe(2018-2021)
Mercedes; CLS; W218(2011-2017); CoupeFacelifting(2014-2017)
Mercedes; CLS; W218(2011-2017); ShootingBrakeFaceliftingAMG(2014-2017)
Mercedes; CLS; W218(2011-2017); CoupeFaceliftingAMG(2014-2017)
Mercedes; CLS; W218(2011-2017); ShootingBrakeFacelifting(2014-2017)
Mercedes; CLS; W218(2011-2017); ShootingBrake(2012-2014)
Mercedes; CLS; W218(2011-2017); ShootingBrakeAMG(2012-2014)
Mercedes; CLS; W218(2011-2017); CoupeAMG(2011-2014)
Mercedes; CLS; W218(2011-2017); Coupe(2011-2014)
Mercedes; CLS; W219(2004-2011); Coupe(2004-2011)
Mercedes; CLS; W219(2004-2011); CoupeAMG(2004-2011)
Mercedes; GLK; PlaceholderGen; Off-roaderFacelifting(2012-2015)
Mercedes; GLK; PlaceholderGen; Off-roader(2008-2011)
Mercedes; Klasa G; W464(2018-2023); TerenowyAMG(2018-2023)
Mercedes; Klasa G; W464(2018-2023); Terenowy(2018-2023)
Mercedes; Klasa G; W461(1990-2001);
Mercedes; Klasa G; W463(1989-2017); Off-roaderFacelifting2015AMG(2015-2017)
Mercedes; Klasa G; W463(1989-2017); Off-roaderFacelifting2015(2015-2017)
Mercedes; Klasa G; W463(1989-2017); SoftTopFacelifting(2012-2017)
Mercedes; Klasa G; W463(1989-2017); Off-roaderdługiFaceliftingAMG(2012-2017)
Mercedes; Klasa G; W463(1989-2017); Off-roaderdługiFacelifting(2012-2017)
Mercedes; Klasa G; W463(1989-2017); Off-roaderkrótkiAMG(2009-2012)
Mercedes; Klasa G; W463(1989-2017); Off-roaderdługiAMG(1999-2012)
Mercedes; Klasa G; W463(1989-2017); Off-roaderkrótki(1989-2012)
Mercedes; Klasa G; W463(1989-2017); Off-roaderdługi(1989-2012)
Mercedes; Klasa G; W463(1989-2017); SoftTop(1989-2012)
Mercedes; Klasa G; W460(1979-1993);
Mercedes; Klasa GL; X166(2012-2015); Off-roader(2012-2015)
Mercedes; Klasa GL; X166(2012-2015); Off-roaderAMG(2012-2015)
Mercedes; Klasa GL; X164(2006-2012); Off-roaderFacelifting(2009-2012)
Mercedes; Klasa GL; X164(2006-2012); Off-roader(2006-2008)
Mercedes; Klasa M; W166(2011-2015); Off-roaderAMG(2012-2015)
Mercedes; Klasa M; W166(2011-2015); Off-roader(2011-2015)
Mercedes; Klasa M; W164(2005-2011); Off-roaderFaceliftingAMG(2008-2011)
Mercedes; Klasa M; W164(2005-2011); Off-roaderFacelifting(2008-2011)
Mercedes; Klasa M; W164(2005-2011); Off-roaderAMG(2006-2008)
Mercedes; Klasa M; W164(2005-2011); Off-roader(2005-2008)
Mercedes; Klasa M; W163(1997-2005); TerenowyAMG(1999-2004)
Mercedes; Klasa M; W163(1997-2005); Terenowy(1997-2005)
Mercedes; Klasa R; PlaceholderGen; Off-roaderFacelifting(2010-2012)
Mercedes; Klasa R; PlaceholderGen; Off-roaderdługiFacelifting(2010-2012)
Mercedes; Klasa R; PlaceholderGen; Off-roaderAMG(2006-2010)
Mercedes; Klasa R; PlaceholderGen; Off-roader(2005-2010)
Mercedes; Klasa X; PlaceholderGen;
Mercedes; MB-100; II(1991-1995);
Mercedes; MB-100; I(1989-1992);
Mercedes; SLC; PlaceholderGen; RoadsterFacelifting(2016-2020)
Mercedes; SLC; PlaceholderGen; RoadsterAMGFacelifting(2016-2020)
Mercedes; SLC; PlaceholderGen; Roadster(2015-2019)
Mercedes; SLC; PlaceholderGen; RoadsterAMG(2015-2019)
Mercedes; SLK; R172(2011-2015); RoadsterAMG(2011-2015)
Mercedes; SLK; R172(2011-2015); Roadster(2011-2015)
Mercedes; SLK; R171(2004-2011); RoadsterAMG(2004-2011)
Mercedes; SLK; R171(2004-2011); Roadster(2004-2011)
Mercedes; SLK; R170(1996-2004); RoadsterAMG(2001-2004)
Mercedes; SLK; R170(1996-2004); Roadster(1996-2004)
Mercedes; SLR McLaren; PlaceholderGen; Cabrio(2007-2009)
Mercedes; SLR McLaren; PlaceholderGen; Coupe(2003-2016)
Mercedes; SLS AMG; PlaceholderGen; Roadster(2011-2015)
Mercedes; SLS AMG; PlaceholderGen; Coupe(2010-2015)
Mercedes; Strich 8; PlaceholderGen; CoupeW114(1972-1976)
Mercedes; Strich 8; PlaceholderGen; CoupeW115(1968-1977)
Mercedes; Strich 8; PlaceholderGen; SedanW114(1968-1976)
Mercedes; Transporter T1; PlaceholderGen;
Mercedes; Vaneo; PlaceholderGen;
Mercedes; Viano; PlaceholderGen; VanFacelifting(2010-2014)
Mercedes; Viano; PlaceholderGen; Van(2004-2010)
Mercedes; W108/109; PlaceholderGen;
Mercedes; W110; PlaceholderGen;
Mercedes; W111; PlaceholderGen; Coupe(1961-1971)
Mercedes; W111; PlaceholderGen; Cabrio(1961-1971)
Mercedes; W111; PlaceholderGen; Limuzyna(1959-1968)
Mercedes; W123; PlaceholderGen; Kombi(1977-1986)
Mercedes; W123; PlaceholderGen; Coupe(1976-1985)
Mercedes; W123; PlaceholderGen; Sedan(1975-1986)
Mercedes; W124; PlaceholderGen; SedanAMG(1993-1994)
Mercedes; W124; PlaceholderGen; KombiAMG(1993-1996)
Mercedes; W124; PlaceholderGen; CoupeAMG(1993-1996)
Mercedes; W124; PlaceholderGen; CabrioAMG(1992-1997)
Mercedes; W124; PlaceholderGen; Cabrio(1990-1997)
Mercedes; W124; PlaceholderGen; Coupe(1986-1996)
Mercedes; W124; PlaceholderGen; Kombi(1984-1996)
Mercedes; W124; PlaceholderGen; Sedan(1984-1996)
MG;4; PlaceholderGen;
MG;6; PlaceholderGen;
MG; HS; PlaceholderGen;
MG; MG3; PlaceholderGen;
MG; TF; II(2007-teraz); Coupe(2007-teraz)
MG; TF; II(2007-teraz); Cabrio(2007-teraz)
MG; TF; I(2002-2005); Cabrio(2002-2005)
MG; TF; I(2002-2005); Coupe(2002-2005)
MG; ZS; II(2024-teraz);
MG; ZS; I(2001-2005); Hatchback(2001-2005)
MG; ZS; I(2001-2005); Sedan(2001-2005)
MG; F; II(2000-2002);
MG; F; I(1995-2000);
MG; ZR; PlaceholderGen;
MG; ZT; PlaceholderGen; Sedan(2001-2005)
MG; ZT; PlaceholderGen; Kombi(2001-2005)
Mini; Cabrio; F57(2015-teraz); CabrioFaceliftingII(2021-teraz)
Mini; Cabrio; F57(2015-teraz); CabrioCooperSFacelifting(2021-teraz)
Mini; Cabrio; F57(2015-teraz); CabrioFacelifting(2018-2020)
Mini; Cabrio; F57(2015-teraz); CabrioCooperS(2018-2020)
Mini; Cabrio; F57(2015-teraz); Cabrio(2015-2018)
Mini; Cabrio; R57(2009-2015);
Mini; Cabrio; R52(2001-2009);
Mini; Clubman; F54(2015-teraz); JohnCooperWorks(2019-teraz)
Mini; Clubman; F54(2015-teraz); Kombi(2015-teraz)
Mini; Clubman; R55(2007-2013); KombiFacelifting(2010-2013)
Mini; Clubman; R55(2007-2013); Kombi(2007-2010)
Mini; Countryman; F60(2016-teraz); CrossoverFacelifting(2020-teraz)
Mini; Countryman; F60(2016-teraz); CrossoverPlug-In(2020-teraz)
Mini; Countryman; F60(2016-teraz); JohnCooperWorks(2019-teraz)
Mini; Countryman; F60(2016-teraz); Crossover(2016-2020)
Mini; Countryman; R60(2010-2015); CrossoverFacelifting(2014-2015)
Mini; Countryman; R60(2010-2015); Crossover(2010-2014)
Mini; Mini; F56(2013-teraz); Hatchback3dFaceliftingII(2021-teraz)
Mini; Mini; F56(2013-teraz); CooperS3DFacelifting(2021-teraz)
Mini; Mini; F56(2013-teraz); ElectricFacelifting(2021-teraz)
Mini; Mini; F56(2013-teraz); Hatchback5dFaceliftingII(2021-teraz)
Mini; Mini; F56(2013-teraz); CooperS5DFacelifting(2021-teraz)
Mini; Mini; F56(2013-teraz); Electric(2019-2020)
Mini; Mini; F56(2013-teraz); Hatchback3dFacelifting(2018-2020)
Mini; Mini; F56(2013-teraz); Hatchback5dFacelifting(2018-2020)
Mini; Mini; F56(2013-teraz); CooperS3D(2018-2020)
Mini; Mini; F56(2013-teraz); CooperS5D(2018-2020)
Mini; Mini; F56(2013-teraz); Hatchback5d(2014-2017)
Mini; Mini; F56(2013-teraz); Hatchback(2013-2017)
Mini; Mini; R56(2006-2013); HatchbackFacelifting(2010-2013)
Mini; Mini; R56(2006-2013); Hatchback(2006-2010)
Mini; Mini; R50(2001-2007);
Mini; Coupe; PlaceholderGen;
Mini; One; II(2006-2012); HatchbackFacelifting(2010-2012)
Mini; One; II(2006-2012); Hatchback(2006-2010)
Mini; One; I(2001-2006);
Mini; Paceman; PlaceholderGen; Hatchback3dFacelifting(2014-2017)
Mini; Paceman; PlaceholderGen; Hatchback3d(2012-2014)
Mini; Roadster; PlaceholderGen;
Mitsubishi; ASX; II(2023-teraz);
Mitsubishi; ASX; I(2010-2021); SUVFacelifting2019(2019-2021)
Mitsubishi; ASX; I(2010-2021); SUVFacelifting2016(2016-2019)
Mitsubishi; ASX; I(2010-2021); SUVFacelifting2015(2015-2016)
Mitsubishi; ASX; I(2010-2021); SUVFacelifting(2013-2015)
Mitsubishi; ASX; I(2010-2021); SUV(2010-2013)
Mitsubishi; Colt; VIII(2024-teraz);
Mitsubishi; Colt; VII(2008-2011); Hatchback3dRalliart(2010-2011)
Mitsubishi; Colt; VII(2008-2011); Hatchback5dRalliart(2010-2011)
Mitsubishi; Colt; VII(2008-2011); Hatchback3d(2008-2011)
Mitsubishi; Colt; VII(2008-2011); Hatchback5d(2008-2011)
Mitsubishi; Colt; VI(2004-2012); Cabrio(2004-2008)
Mitsubishi; Colt; VI(2004-2012); Hatchback(2004-2012)
Mitsubishi; Colt; V(1996-2003);
Mitsubishi; Colt; IV(1992-1996);
Mitsubishi; Colt; III(1988-1992);
Mitsubishi; Colt; II(1984-1988);
Mitsubishi; Colt; I(1978-1984);
Mitsubishi; Eclipse Cross; PlaceholderGen; SUVPHEV(2021-teraz)
Mitsubishi; Eclipse Cross; PlaceholderGen; SUV(2017-2021)
Mitsubishi; L200; VI(2019-teraz);
Mitsubishi; L200; V(2015-2019); ClubCab(2016-2019)
Mitsubishi; L200; V(2015-2019); DoubleCab(2015-2019)
Mitsubishi; L200; IV(2006-2015); ClubCabFacelifting(2014-2015)
Mitsubishi; L200; IV(2006-2015); SingleCabFacelifting(2014-2015)
Mitsubishi; L200; IV(2006-2015); DoubleCabFacelifting(2014-2015)
Mitsubishi; L200; IV(2006-2015); SingleCab(2010-2015)
Mitsubishi; L200; IV(2006-2015); ClubCab(2010-2014)
Mitsubishi; L200; IV(2006-2015); DoubleCab(2006-2014)
Mitsubishi; L200; III(2001-2006);
Mitsubishi; L200; II(1996-2001);
Mitsubishi; L200; I(1993-1996);
Mitsubishi; Space Star; PlaceholderGen; Hatchback5dFaceliftingII(2020-teraz)
Mitsubishi; Space Star; PlaceholderGen; Hatchback5dFacelifting(2018-2020)
Mitsubishi; Space Star; PlaceholderGen; Hatchback5d(2014-2016)
Mitsubishi; 3000GT; II(1994-2000); Cabrio(1995-2000)
Mitsubishi; 3000GT; II(1994-2000); Coupe(1994-2000)
Mitsubishi; 3000GT; I(1990-1993);
Mitsubishi; Carisma; PlaceholderGen; Sedan(1995-2004)
Mitsubishi; Carisma; PlaceholderGen; Hatchback(1995-2004)
Mitsubishi; Cordia; PlaceholderGen;
Mitsubishi; Diamante; II(1996-2004);
Mitsubishi; Diamante; I(1991-1996); Kombi(1991-1996)
Mitsubishi; Diamante; I(1991-1996); Sedan(1991-1996)
Mitsubishi; Eclipse; IV(2006-2011); Cabrio(2006-2011)
Mitsubishi; Eclipse; IV(2006-2011); Coupe(2006-2011)
Mitsubishi; Eclipse; III(1999-2005); Coupe(1999-2005)
Mitsubishi; Eclipse; III(1999-2005); Cabrio(1999-2005)
Mitsubishi; Eclipse; II(1995-1999); Cabrio(1995-1999)
Mitsubishi; Eclipse; II(1995-1999); Coupe(1995-1999)
Mitsubishi; Eclipse; I(1990-1995);
Mitsubishi; Endeavor; PlaceholderGen;
Mitsubishi; FTO; PlaceholderGen;
Mitsubishi; Galant; IX(2006-2012);
Mitsubishi; Galant; VIII(1996-2006); Sedan(1996-2006)
Mitsubishi; Galant; VIII(1996-2006); Kombi(1996-2006)
Mitsubishi; Galant; VII(1992-2000); Sedan(1992-1996)
Mitsubishi; Galant; VII(1992-2000); Hatchback(1992-2000)
Mitsubishi; Galant; VI(1987-1992); Hatchback(1987-1992)
Mitsubishi; Galant; VI(1987-1992); Sedan(1987-1992)
Mitsubishi; Galant; V(1984-1988);
Mitsubishi; Galant; IV(1980-1984);
Mitsubishi; Galant; III(1976-1980);
Mitsubishi; Galant; II(1973-1976);
Mitsubishi; Galant; I(1969-1973);
Mitsubishi; Grandis; PlaceholderGen;
Mitsubishi; i-MiEV; PlaceholderGen;
Mitsubishi; L300; II(1985-1998);
Mitsubishi; L300; I(1980-1986);
Mitsubishi; L400; PlaceholderGen;
Mitsubishi; Lancer; IX(2007-2016); SedanFacelifting(2015-2016)
Mitsubishi; Lancer; IX(2007-2016); SportbackFacelifting(2015-2016)
Mitsubishi; Lancer; IX(2007-2016); SedanRalliart(2010-2015)
Mitsubishi; Lancer; IX(2007-2016); SportbackRalliart(2010-2015)
Mitsubishi; Lancer; IX(2007-2016); Sportback(2007-2015)
Mitsubishi; Lancer; IX(2007-2016); Sedan(2007-2015)
Mitsubishi; Lancer; VIII(2003-2008); Sedan(2003-2007)
Mitsubishi; Lancer; VIII(2003-2008); Kombi(2003-2008)
Mitsubishi; Lancer; VII(1995-2000); Coupe(1995-2000)
Mitsubishi; Lancer; VII(1995-2000); Kombi(1995-2000)
Mitsubishi; Lancer; VII(1995-2000); Sedan(1995-2000)
Mitsubishi; Lancer; VI(1992-1996); Sedan(1992-1996)
Mitsubishi; Lancer; VI(1992-1996); Kombi(1992-1996)
Mitsubishi; Lancer; V(1988-1994); Sedan(1988-1994)
Mitsubishi; Lancer; V(1988-1994); Hatchback(1988-1992)
Mitsubishi; Lancer; IV(1985-1992); Sedan(1988-1989)
Mitsubishi; Lancer; IV(1985-1992); Kombi(1985-1992)
Mitsubishi; Lancer; III(1983-1988);
Mitsubishi; Lancer; II(1979-1983);
Mitsubishi; Lancer; I(1973-1979);
Mitsubishi; Lancer Evolution; X(2007-2015);
Mitsubishi; Lancer Evolution; IX(2005-2007);
Mitsubishi; Lancer Evolution; VIII(2003-2005);
Mitsubishi; Lancer Evolution; VII(2001-2003);
Mitsubishi; Lancer Evolution; VI(1999-2001);
Mitsubishi; Lancer Evolution; V(1998-1999);
Mitsubishi; Lancer Evolution; IV(1996-1998);
Mitsubishi; Lancer Evolution; III(1995-1996);
Mitsubishi; Lancer Evolution; II(1994-1995);
Mitsubishi; Lancer Evolution; I(1991-1994);
Mitsubishi; Mirage; V(1995-2002); Coupe(1996-2002)
Mitsubishi; Mirage; V(1995-2002); Sedan(1995-2002)
Mitsubishi; Mirage; V(1995-2002); Hatchback(1995-2002)
Mitsubishi; Mirage; IV(1991-1996); Sedan(1991-1996)
Mitsubishi; Mirage; IV(1991-1996); Coupe(1991-1996)
Mitsubishi; Mirage; IV(1991-1996); Hatchback(1991-1996)
Mitsubishi; Mirage; III(1987-1992);
Mitsubishi; Mirage; II(1983-1987);
Mitsubishi; Mirage; I(1978-1982);
Mitsubishi; Montero; PlaceholderGen;
Mitsubishi; Outlander; III(2012-2022); SUVPHEVFacelifting2020(2020-2022)
Mitsubishi; Outlander; III(2012-2022); SUVFacelifting2017(2017-2020)
Mitsubishi; Outlander; III(2012-2022); SUVPHEVFacelifting2017(2017-2018)
Mitsubishi; Outlander; III(2012-2022); SUVPHEVFacelifting(2016)
Mitsubishi; Outlander; III(2012-2022); SUVFacelifting2015(2015-2016)
Mitsubishi; Outlander; III(2012-2022); SUVPHEV(2014-2016)
Mitsubishi; Outlander; III(2012-2022); SUVFacelifting(2014-2016)
Mitsubishi; Outlander; III(2012-2022); SUV(2012-2014)
Mitsubishi; Outlander; II(2006-2012);
Mitsubishi; Outlander; I(2001-2006);
Mitsubishi; Pajero; IV(2006-2017); SUV3d(2006-2017)
Mitsubishi; Pajero; IV(2006-2017); SUV5d(2006-2017)
Mitsubishi; Pajero; III(2000-2006);
Mitsubishi; Pajero; Pinin(1999-2004);
Mitsubishi; Pajero; II(1990-2000); Junior(1995-2000)
Mitsubishi; Pajero; II(1990-2000); Standard(1990-2000)
Mitsubishi; Pajero; II(1990-2000); SoftTop(1990-2000)
Mitsubishi; Pajero; I(1982-1991); Standard(1988-1991)
Mitsubishi; Pajero; I(1982-1991); SoftTop(1982-1990)
Mitsubishi; Pajero Sport; II(2012-2016); SUVFacelifting(2014-2016)
Mitsubishi; Pajero Sport; II(2012-2016); SUV(2012-2014)
Mitsubishi; Pajero Sport; I(1996-2008);
Mitsubishi; Santamo; PlaceholderGen;
Mitsubishi; Sapporo; III(1987-1990);
Mitsubishi; Sapporo; II(1980-1984);
Mitsubishi; Sapporo; I(1978-1980);
Mitsubishi; Sigma; PlaceholderGen; Kombi(1993-1996)
Mitsubishi; Sigma; PlaceholderGen; Sedan(1990-1996)
Mitsubishi; Space Gear; PlaceholderGen;
Mitsubishi; Space Runner; II(1999-2002);
Mitsubishi; Space Runner; I(1991-1999);
Mitsubishi; Space Star (1998); PlaceholderGen;
Mitsubishi; Space Wagon; III(1998-2005);
Mitsubishi; Space Wagon; II(1991-1998);
Mitsubishi; Space Wagon; I(1984-1991);
Mitsubishi; Starion; PlaceholderGen;
Nissan; Ariya; PlaceholderGen;
Nissan; GT-R; PlaceholderGen; CoupeFacelifting2016(2016-teraz)
Nissan; GT-R; PlaceholderGen; NismoFacelifting(2016-teraz)
Nissan; GT-R; PlaceholderGen; Nismo(2014-2016)
Nissan; GT-R; PlaceholderGen; CoupeFacelifting2014(2014)
Nissan; GT-R; PlaceholderGen; CoupeFacelifting(2011-2013)
Nissan; GT-R; PlaceholderGen; Coupe(2007-2011)
Nissan; Juke; II(2019-teraz);
Nissan; Juke; I(2010-2019); NismoRS(2015-2019)
Nissan; Juke; I(2010-2019); SUVFacelifting(2014-2019)
Nissan; Juke; I(2010-2019); SUV(2010-2014)
Nissan; Leaf; II(2017-teraz); HatchbackFacelifting(2022-teraz)
Nissan; Leaf; II(2017-teraz); Hatchback(2017-2022)
Nissan; Leaf; I(2011-2017); Hatchback5dFacelifting(2016-2017)
Nissan; Leaf; I(2011-2017); Hatchback5d(2011-2016)
Nissan; Micra; V(2017-teraz);
Nissan; Micra; IV(2010-2017); Hatchback5dFacelifting(2013-2017)
Nissan; Micra; IV(2010-2017); Hatchback5d(2010-2013)
Nissan; Micra; III(2003-2010); Cabrio(2003-2010)
Nissan; Micra; III(2003-2010); Hatchback3d(2003-2010)
Nissan; Micra; III(2003-2010); Hatchback5d(2003-2010)
Nissan; Micra; II(1992-2002);
Nissan; Micra; I(1982-1992);
